Description, Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,27,9,22,9,18,3,20,6,19,4,20,19,8
Catel.Runtime.Serialization.Json.JsonSerializer,1,16,1,05,1,1,1,14,1,13,1,1,1,13
Catel.Runtime.Serialization.Xml.XmlSerializer,0,872,0,521,0,576,0,512,0,555,0,511,0,532

