Description, Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,26,7,21,7,21,1,20,2,22,1,21,7,21,4
Catel.Runtime.Serialization.Json.JsonSerializer,15,3,16,9,14,1,13,9,13,9,13,5,14,3
Catel.Runtime.Serialization.Xml.XmlSerializer,15,3,3,83,3,77,4,13,3,8,4,3,97

