Description, 4.2.0 (ms), 4.4.0 (ms), 4.3.0 (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,1,07,0,939,0,96
Catel.Runtime.Serialization.Json.JsonSerializer,41,4,34,4,37,6
Catel.Runtime.Serialization.Xml.XmlSerializer,2,23,2,26,2,44

