Description, 4.2.0 (ms), 4.4.0 (ms), 4.3.0 (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,0,818,0,648,0,75
Catel.Runtime.Serialization.Json.JsonSerializer,7,77,8,69,8,34
Catel.Runtime.Serialization.Xml.XmlSerializer,1,46,1,82,1,27

