Description, 4.2.0 (ms), 4.4.0 (ms), 4.3.0 (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,0,79,0,757,0,678
Catel.Runtime.Serialization.Json.JsonSerializer,8,27,9,04,7,9
Catel.Runtime.Serialization.Xml.XmlSerializer,1,53,1,9,1,47

