Description, 4.2.0 (ms), 4.4.0 (ms), 4.3.0 (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,0,367,0,342,0,373
Catel.Runtime.Serialization.Json.JsonSerializer,2,78,2,57,2,15
Catel.Runtime.Serialization.Xml.XmlSerializer,0,542,0,635,0,491

