Description, 4.5.0 (ms), 4.2.0 (ms), 4.4.0 (ms), 4.3.0 (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,0,36,0,404,0,337,0,375
Catel.Runtime.Serialization.Json.JsonSerializer,2,54,2,3,2,72,2,61
Catel.Runtime.Serialization.Xml.XmlSerializer,0,735,0,523,0,498,0,321

