Description, Complex object graph (ms), Complex object graph (ms), Complex object graph (ms), Complex object graph (ms), Complex object graph (ms), Complex object graph (ms), Complex object graph (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,134,0,51,0,529,0,525,0,57,0,553,0,569
Catel.Runtime.Serialization.Json.JsonSerializer,131,19,9,17,9,18,6,18,8,20,2,19,1
Catel.Runtime.Serialization.Xml.XmlSerializer,226,1,53,1,5,1,59,1,55,1,64,1,64

