Description, Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,25,26,1,19,1,19,6,20,6,20,3,19,8
Catel.Runtime.Serialization.Json.JsonSerializer,3,35,3,2,3,35,3,22,3,41,3,35,3,46
Catel.Runtime.Serialization.Xml.XmlSerializer,7,59,1,07,1,05,1,15,1,14,1,14,1,13

