Description, Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,33,2,26,1,25,7,30,5,25,4,19,9,19,5
Catel.Runtime.Serialization.Json.JsonSerializer,1,35,1,08,1,13,1,12,1,19,1,13,1,14
Catel.Runtime.Serialization.Xml.XmlSerializer,1,13,0,505,0,492,0,532,0,525,0,505,0,528

