Description, Complex object graph (ms), Complex object graph (ms), Complex object graph (ms), Complex object graph (ms), Complex object graph (ms), Complex object graph (ms), Complex object graph (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,298,0,963,0,619,0,68,0,606,0,944,0,941
Catel.Runtime.Serialization.Json.JsonSerializer,138,45,31,4,35,1,32,6,33,7,35,3
Catel.Runtime.Serialization.Xml.XmlSerializer,616,1,97,1,49,2,27,2,43,3,22,2,27

