Description, Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,2,87,3,36,3,65,3,1,3,31,2,84,3,03
Catel.Runtime.Serialization.Json.JsonSerializer,37,2,37,8,34,4,36,3,26,5,36,5,34,9
Catel.Runtime.Serialization.Xml.XmlSerializer,34,9,8,79,9,05,5,87,7,79,7,65,7,31

