Description, Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,2,67,0,914,0,803,0,89,0,816,0,934,0,724
Catel.Runtime.Serialization.Json.JsonSerializer,7,96,3,36,3,26,5,53,4,95,6,48,7,45
Catel.Runtime.Serialization.Xml.XmlSerializer,20,6,1,11,1,93,1,48,2,57,2,04,2

