Description, Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,0,72,0,356,0,272,0,437,0,421,0,429,0,388
Catel.Runtime.Serialization.Json.JsonSerializer,3,03,3,38,2,72,2,54,2,54,1,76,2,03
Catel.Runtime.Serialization.Xml.XmlSerializer,2,2,1,01,0,899,0,916,0,986,0,896,0,882

