Description, Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms), Level 1 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,22,1,19,7,21,19,1,19,8,19,6,19,2
Catel.Runtime.Serialization.Json.JsonSerializer,1,17,1,11,1,16,1,13,1,15,1,12,1,21
Catel.Runtime.Serialization.Xml.XmlSerializer,0,832,0,507,0,516,0,562,0,528,0,558,0,537

