Description, Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,27,8,23,8,22,1,21,2,20,9,20,2,20,2
Catel.Runtime.Serialization.Json.JsonSerializer,14,14,7,14,2,14,2,13,8,14,4,14,5
Catel.Runtime.Serialization.Xml.XmlSerializer,14,8,3,61,3,68,3,88,3,85,3,84,4

