Description, Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,33,9,20,5,22,4,21,6,22,2,20,5,22,8
Catel.Runtime.Serialization.Json.JsonSerializer,3,15,3,3,4,1,3,85,3,62,3,7,3,67
Catel.Runtime.Serialization.Xml.XmlSerializer,7,39,1,17,1,11,1,16,1,2,1,22,1,22

