Description, Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,1,55,0,428,0,443,0,459,0,462,0,491,0,479
Catel.Runtime.Serialization.Json.JsonSerializer,3,27,3,17,3,34,3,81,3,45,3,52,3,54
Catel.Runtime.Serialization.Xml.XmlSerializer,7,97,1,13,1,14,1,14,1,13,1,15,1,16

