Description, Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms), Level 3 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,22,8,22,9,20,6,21,1,20,4,20,9,21,8
Catel.Runtime.Serialization.Json.JsonSerializer,13,4,14,3,15,4,14,7,14,3,14,4,14,3
Catel.Runtime.Serialization.Xml.XmlSerializer,14,8,3,6,3,69,3,75,3,83,3,95,3,93

