Description, Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms), Level 2 models (ms)
Catel.Runtime.Serialization.Binary.BinarySerializer,31,6,22,2,20,2,21,19,4,20,2,19,3
Catel.Runtime.Serialization.Json.JsonSerializer,3,08,3,11,3,35,3,28,3,2,3,22,3,36
Catel.Runtime.Serialization.Xml.XmlSerializer,6,84,0,805,0,73,0,816,0,797,0,818,0,824

